"SETID","UM_CAMPUS","UM_CAMPUS_DESCR","UM_VP","UM_VP_DESCR","UM_COLLEGE","UM_COLLEGE_DESCR","UM_ZDEPTID","UM_ZDEPTID_DESCR","DEPTID","DESCR","LOCATION"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TMED","MEDICAL SCHOOL - TC CAMPUS","Z0107","Neuroscience","12218","MDT-Neuroscience - Addiction","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TMED","MEDICAL SCHOOL - TC CAMPUS","Z0107","Neuroscience","11919","NSCI Neuroscience Education","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TMED","MEDICAL SCHOOL - TC CAMPUS","Z0094","Neurosurgery","11797","NSU Neurosurgery Dept Admin","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TMED","MEDICAL SCHOOL - TC CAMPUS","Z0094","Neurosurgery","11798","NSU Neurosurgery Education","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TMED","MEDICAL SCHOOL - TC CAMPUS","Z0094","Neurosurgery","11799","NSU Neurosurg Clinic Ops/Adm","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TMED","MEDICAL SCHOOL - TC CAMPUS","Z0098","Ophthalmology","11821","OPH Ophthalmology Education","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TMED","MEDICAL SCHOOL - TC CAMPUS","Z0098","Ophthalmology","11822","OPH Ophthlmolgy Clinic Ops/Adm","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TMED","MEDICAL SCHOOL - TC CAMPUS","Z0098","Ophthalmology","11820","OPH Ophthalmology Admin","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TMED","MEDICAL SCHOOL - TC CAMPUS","Z0098","Ophthalmology","11823","OPH Lions Gift of Sight","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TMED","MEDICAL SCHOOL - TC CAMPUS","Z0104","Radiation Oncology","11902","Radiation Oncology Administrat","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TMED","MEDICAL SCHOOL - TC CAMPUS","Z0102","Radiology","11879","Magnetic Resonance Res, Ctr Fr","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TMED","MEDICAL SCHOOL - TC CAMPUS","Z0102","Radiology","11871","Radiology Administration","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TMED","MEDICAL SCHOOL - TC CAMPUS","Z0102","Radiology","12216","MDT-Radiology - Imaging/Brain"," "
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TMED","MEDICAL SCHOOL - TC CAMPUS","Z0101","Rehabilitation Medicine","11870","Physical Therapy","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TMED","MEDICAL SCHOOL - TC CAMPUS","Z0101","Rehabilitation Medicine","11869","RM Education","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TMED","MEDICAL SCHOOL - TC CAMPUS","Z0101","Rehabilitation Medicine","11867","RM Clinical Ops/Admin","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TMED","MEDICAL SCHOOL - TC CAMPUS","Z0101","Rehabilitation Medicine","11868","RM Administration","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TMED","MEDICAL SCHOOL - TC CAMPUS","Z0101","Rehabilitation Medicine","12212","Rehabilitation Science","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TMED","MEDICAL SCHOOL - TC CAMPUS","Z0101","Rehabilitation Medicine","12354","RM Neuropsychology","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TMED","MEDICAL SCHOOL - TC CAMPUS","Z0561","St Cloud Medical School","12353","SCMED Administration","OFFCMPTC"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TMED","MEDICAL SCHOOL - TC CAMPUS","Z0090","Family Medicine & Cmty Health","11734","FamMed Family Medicine Clinic","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TMED","MEDICAL SCHOOL - TC CAMPUS","Z0090","Family Medicine & Cmty Health","11747","FamMed Broadway Residency Prog","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TMED","MEDICAL SCHOOL - TC CAMPUS","Z0090","Family Medicine & Cmty Health","11746","FamMed Bethesda Residency Prog","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TMED","MEDICAL SCHOOL - TC CAMPUS","Z0090","Family Medicine & Cmty Health","11750","FamMed Mankato Residency Prog","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TMED","MEDICAL SCHOOL - TC CAMPUS","Z0090","Family Medicine & Cmty Health","11749","FamMed Smiley's Residency Prog","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TMED","MEDICAL SCHOOL - TC CAMPUS","Z0090","Family Medicine & Cmty Health","11735","FamMed Family Medicine Admin","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TMED","MEDICAL SCHOOL - TC CAMPUS","Z0090","Family Medicine & Cmty Health","11748","FamMed Phalen Residency Prog","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TMED","MEDICAL SCHOOL - TC CAMPUS","Z0087","Integrative Biology/Physiology","11720","IBP Physiology Administration","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TMED","MEDICAL SCHOOL - TC CAMPUS","Z0087","Integrative Biology/Physiology","11913","MNPI Administrative Center","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TMED","MEDICAL SCHOOL - TC CAMPUS","Z0087","Integrative Biology/Physiology","11721","IBP Physiology Education","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TMED","MEDICAL SCHOOL - TC CAMPUS","Z0087","Integrative Biology/Physiology","11722","IBP Anatomy Division","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TMED","MEDICAL SCHOOL - TC CAMPUS","Z0099","Orthopaedic Surgery","11825","ORSU Orthopaedic Clin Ops/Adm","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TMED","MEDICAL SCHOOL - TC CAMPUS","Z0099","Orthopaedic Surgery","11824","ORSU Orthopaedic Admin","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TMED","MEDICAL SCHOOL - TC CAMPUS","Z0099","Orthopaedic Surgery","11827","ORSU Ortho Biomechanics Lab","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TMED","MEDICAL SCHOOL - TC CAMPUS","Z0099","Orthopaedic Surgery","11826","ORSU Orthopaedic Education","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TMED","MEDICAL SCHOOL - TC CAMPUS","Z0095","Otolaryngology","11800","OTOL Otolaryngology Dept Admin","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TMED","MEDICAL SCHOOL - TC CAMPUS","Z0095","Otolaryngology","11801","OTOL Otolaryngology Educ Progs","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TMED","MEDICAL SCHOOL - TC CAMPUS","Z0088","Anesthesiology","11724","ANES  Admin","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TMED","MEDICAL SCHOOL - TC CAMPUS","Z0105","Urology","11907","Urology Administration","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TMED","MEDICAL SCHOOL - TC CAMPUS","Z0105","Urology","11906","Urology Clinical Ops/Admin","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TMED","MEDICAL SCHOOL - TC CAMPUS","Z0105","Urology","11910","Research Educ/Simul Tech, Ctr","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TMED","MEDICAL SCHOOL - TC CAMPUS","Z0105","Urology","11908","Urology Education Office","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TMED","MEDICAL SCHOOL - TC CAMPUS","Z0103","Surgery","11892","Surgery Vascular","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TMED","MEDICAL SCHOOL - TC CAMPUS","Z0103","Surgery","11894","Surgery Thoracic & Foregut","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TMED","MEDICAL SCHOOL - TC CAMPUS","Z0103","Surgery","11885","Surgical Sciences Program","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TMED","MEDICAL SCHOOL - TC CAMPUS","Z0103","Surgery","11886","Bariatric Surgery","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TMED","MEDICAL SCHOOL - TC CAMPUS","Z0103","Surgery","11888","Pediatric Surgery","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TMED","MEDICAL SCHOOL - TC CAMPUS","Z0103","Surgery","11881","Surgery Clinical Ops/Admin","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TMED","MEDICAL SCHOOL - TC CAMPUS","Z0103","Surgery","11889","Plastic & Reconstructive Surg","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TMED","MEDICAL SCHOOL - TC CAMPUS","Z0103","Surgery","11884","Experimental Surgical Services","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TMED","MEDICAL SCHOOL - TC CAMPUS","Z0103","Surgery","11893","Surgery General Cardiovascular","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TMED","MEDICAL SCHOOL - TC CAMPUS","Z0103","Surgery","11899","Surgery Diabetes Institute","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TMED","MEDICAL SCHOOL - TC CAMPUS","Z0103","Surgery","11896","Surgery Transplant Info Svs","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TMED","MEDICAL SCHOOL - TC CAMPUS","Z0103","Surgery","11895","Surgery Transplant Division","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TMED","MEDICAL SCHOOL - TC CAMPUS","Z0103","Surgery","11898","Surgery Visible Heart Lab","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TMED","MEDICAL SCHOOL - TC CAMPUS","Z0103","Surgery","11880","Surgery Administration","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TMED","MEDICAL SCHOOL - TC CAMPUS","Z0103","Surgery","11883","Surgical Education Office","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TMED","MEDICAL SCHOOL - TC CAMPUS","Z0103","Surgery","11887","Colon & Rectal Surgery","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TMED","MEDICAL SCHOOL - TC CAMPUS","Z0103","Surgery","11891","Surgery Oncology","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TMED","MEDICAL SCHOOL - TC CAMPUS","Z0103","Surgery","11897","Surgery Pediatric Cardiovascul","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TMED","MEDICAL SCHOOL - TC CAMPUS","Z0103","Surgery","11882","SOUP Administrative Center","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TMED","MEDICAL SCHOOL - TC CAMPUS","Z0103","Surgery","11890","Surgical Critical Care","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TMED","MEDICAL SCHOOL - TC CAMPUS","Z0103","Surgery","11900","Surgical Outcome/Precision Med","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TMED","MEDICAL SCHOOL - TC CAMPUS","Z0097","Obstetrics & Gynecology","11813","OBGYN Gynecologic Oncology","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TMED","MEDICAL SCHOOL - TC CAMPUS","Z0097","Obstetrics & Gynecology","11810","OBGYN Direct Patient Care","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TMED","MEDICAL SCHOOL - TC CAMPUS","Z0097","Obstetrics & Gynecology","11814","OBGYN Reprodctve Endo & Infert","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TMED","MEDICAL SCHOOL - TC CAMPUS","Z0097","Obstetrics & Gynecology","11817","OBGYN Pathology Lab","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TMED","MEDICAL SCHOOL - TC CAMPUS","Z0097","Obstetrics & Gynecology","11815","OBGYN Gen Obstetrics & Gyn","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TMED","MEDICAL SCHOOL - TC CAMPUS","Z0097","Obstetrics & Gynecology","11809","OBGYN Clinic Operations/Admin","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TMED","MEDICAL SCHOOL - TC CAMPUS","Z0097","Obstetrics & Gynecology","11811","OBGYN Department Admin","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TMED","MEDICAL SCHOOL - TC CAMPUS","Z0097","Obstetrics & Gynecology","11818","OBGYN Maternal Fetal Medicine","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THSC","HEALTH SCIENCES, VP","TMED","MEDICAL SCHOOL - TC CAMPUS","Z0097","Obstetrics & Gynecology","11812","OBGYN Education","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THRS","HUMAN RESOURCES, VP","TOHR","HUMAN RESOURCES, OFFICE OF","Z0522","Talent Acquisition","10087","Talent Acquisition","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THRS","HUMAN RESOURCES, VP","TOHR","HUMAN RESOURCES, OFFICE OF","Z0448","Employee Relations","10085","Employee Relations","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THRS","HUMAN RESOURCES, VP","TOHR","HUMAN RESOURCES, OFFICE OF","Z0384","OHR Administration","10082","OHR Administration","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THRS","HUMAN RESOURCES, VP","TOHR","HUMAN RESOURCES, OFFICE OF","Z0384","OHR Administration","12167","OHR Communications","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THRS","HUMAN RESOURCES, VP","TOHR","HUMAN RESOURCES, OFFICE OF","Z0449","OHR Operations","12169","Payroll Services","TCWESTBANK"
"UMNHR","TXXX","TWIN CITIES","THRS","HUMAN RESOURCES, VP","TOHR","HUMAN RESOURCES, OFFICE OF","Z0449","OHR Operations","12238","OHR Training Services","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THRS","HUMAN RESOURCES, VP","TOHR","HUMAN RESOURCES, OFFICE OF","Z0449","OHR Operations","12170","OHR Contact Center","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THRS","HUMAN RESOURCES, VP","TOHR","HUMAN RESOURCES, OFFICE OF","Z0449","OHR Operations","10089","HR Management Systems","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THRS","HUMAN RESOURCES, VP","TOHR","HUMAN RESOURCES, OFFICE OF","Z0449","OHR Operations","12299","Benefits Administration"," "
"UMNHR","TXXX","TWIN CITIES","THRS","HUMAN RESOURCES, VP","TOHR","HUMAN RESOURCES, OFFICE OF","Z0449","OHR Operations","12168","OHR Operations Administration","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THRS","HUMAN RESOURCES, VP","TOHR","HUMAN RESOURCES, OFFICE OF","Z0449","OHR Operations","12231","Workforce Data Management","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THRS","HUMAN RESOURCES, VP","TOHR","HUMAN RESOURCES, OFFICE OF","Z0449","OHR Operations","12319","Leave of Absence Admin","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THRS","HUMAN RESOURCES, VP","TOHR","HUMAN RESOURCES, OFFICE OF","Z0449","OHR Operations","12321","Staffing Operations","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THRS","HUMAN RESOURCES, VP","TOHR","HUMAN RESOURCES, OFFICE OF","Z0449","OHR Operations","12320","Employee Information Mgmt","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THRS","HUMAN RESOURCES, VP","TOHR","HUMAN RESOURCES, OFFICE OF","Z0557","OHR PEAK","12306","PEAK"," "
"UMNHR","TXXX","TWIN CITIES","THRS","HUMAN RESOURCES, VP","TOHR","HUMAN RESOURCES, OFFICE OF","Z0387","OHR Special Circumstances","10091","Retirement","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THRS","HUMAN RESOURCES, VP","TOHR","HUMAN RESOURCES, OFFICE OF","Z0387","OHR Special Circumstances","12192","Non-University Employer","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THRS","HUMAN RESOURCES, VP","TOHR","HUMAN RESOURCES, OFFICE OF","Z0387","OHR Special Circumstances","12025","HR Benefits Spec Circumstances","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THRS","HUMAN RESOURCES, VP","TOHR","HUMAN RESOURCES, OFFICE OF","Z0387","OHR Special Circumstances","12024","HR NonResident/Ind Contractors","TCWESTBANK"
"UMNHR","TXXX","TWIN CITIES","THRS","HUMAN RESOURCES, VP","TOHR","HUMAN RESOURCES, OFFICE OF","Z0387","OHR Special Circumstances","12058","Payroll Special Circumstances","TCWESTBANK"
"UMNHR","TXXX","TWIN CITIES","THRS","HUMAN RESOURCES, VP","TOHR","HUMAN RESOURCES, OFFICE OF","Z0450","Total Compensation","10090","Total Compensation","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","THRS","HUMAN RESOURCES, VP","TOHR","HUMAN RESOURCES, OFFICE OF","Z0447","Leadership & Talent Devel","10084","Leadership/Talent Development","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","TREG","REGENTS, BOARD OF","TOBR","BOARD OF REGENTS, OFFICE OF","Z0028","RGNTS Board of Regents","10040","Board of Regents","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","TREG","REGENTS, BOARD OF","TAUD","INTERNAL AUDIT, OFFICE OF","Z0027","Internal Audit, Office of","10230","Internal Audit","TCWESTBANK"
"UMNHR","TXXX","TWIN CITIES","TRES","RESEARCH, VP","TRSC","RESEARCH, OFFICE OF VP FOR","Z0444","RSRCH Law & Values, Consortium","12163","Law & Values, Consortium on","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","TRES","RESEARCH, VP","TRSC","RESEARCH, OFFICE OF VP FOR","Z0054","RSRCH Research Animal Res","11342","Research Animal Resources Mpls","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","TRES","RESEARCH, VP","TRSC","RESEARCH, OFFICE OF VP FOR","Z0054","RSRCH Research Animal Res","11343","Research Animal Resources StPl","STPAUL"
"UMNHR","TXXX","TWIN CITIES","TRES","RESEARCH, VP","TRSC","RESEARCH, OFFICE OF VP FOR","Z0054","RSRCH Research Animal Res","12059","Research Animal Res Hormel","AUSTIN"
"UMNHR","TXXX","TWIN CITIES","TRES","RESEARCH, VP","TRSC","RESEARCH, OFFICE OF VP FOR","Z0264","RSRCH Research Computing","12221","U-Spatial","TCWESTBANK"
"UMNHR","TXXX","TWIN CITIES","TRES","RESEARCH, VP","TRSC","RESEARCH, OFFICE OF VP FOR","Z0264","RSRCH Research Computing","12165","U of MN Informatics Institute","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","TRES","RESEARCH, VP","TRSC","RESEARCH, OFFICE OF VP FOR","Z0264","RSRCH Research Computing","10409","U-Spatial Duluth","DULUTH"
"UMNHR","TXXX","TWIN CITIES","TRES","RESEARCH, VP","TRSC","RESEARCH, OFFICE OF VP FOR","Z0264","RSRCH Research Computing","11062","OVPR Research Computing","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","TRES","RESEARCH, VP","TRSC","RESEARCH, OFFICE OF VP FOR","Z0264","RSRCH Research Computing","11064","OVPR Research Computing HCC","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","TRES","RESEARCH, VP","TRSC","RESEARCH, OFFICE OF VP FOR","Z0391","RSRCH Soc Rsrch & Data Innov","10997","Social Rsrch & Data Innovation","TCWESTBANK"
"UMNHR","TXXX","TWIN CITIES","TRES","RESEARCH, VP","TRSC","RESEARCH, OFFICE OF VP FOR","Z0391","RSRCH Soc Rsrch & Data Innov","12080","Research Data Center","TCWESTBANK"
"UMNHR","TXXX","TWIN CITIES","TRES","RESEARCH, VP","TRSC","RESEARCH, OFFICE OF VP FOR","Z0391","RSRCH Soc Rsrch & Data Innov","12235","Minnesota Population Center","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","TRES","RESEARCH, VP","TRSC","RESEARCH, OFFICE OF VP FOR","Z0391","RSRCH Soc Rsrch & Data Innov","12236","IPUMS Ctr for Data Integration","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","TRES","RESEARCH, VP","TRSC","RESEARCH, OFFICE OF VP FOR","Z0539","RSRCH Strat Partner/Rsrch Coll","11364","SPARC Food","STPAUL"
"UMNHR","TXXX","TWIN CITIES","TRES","RESEARCH, VP","TRSC","RESEARCH, OFFICE OF VP FOR","Z0539","RSRCH Strat Partner/Rsrch Coll","12261","Strat Partnership/Rsrch Collab","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","TRES","RESEARCH, VP","TRSC","RESEARCH, OFFICE OF VP FOR","Z0389","RSRCH Tech Commercialization","10717","Technology Commercialization","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","TRES","RESEARCH, VP","TRSC","RESEARCH, OFFICE OF VP FOR","Z0040","RSRCH Transportation Studies","10181","Transportation Studies, Ctr","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","TRES","RESEARCH, VP","TRSC","RESEARCH, OFFICE OF VP FOR","Z0254","RSRCH U of Minnesota Press","10723","University of Minnesota Press","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","TRES","RESEARCH, VP","TRSC","RESEARCH, OFFICE OF VP FOR","Z0388","RSRCH VP for Research","12220","Institutional Biosafety Cmte","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","TRES","RESEARCH, VP","TRSC","RESEARCH, OFFICE OF VP FOR","Z0388","RSRCH VP for Research","12057","Human Research Protection Prog","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","TRES","RESEARCH, VP","TRSC","RESEARCH, OFFICE OF VP FOR","Z0388","RSRCH VP for Research","12234","OVPR-Communications","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","TRES","RESEARCH, VP","TRSC","RESEARCH, OFFICE OF VP FOR","Z0388","RSRCH VP for Research","10714","VP for Research, Office of","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","TRES","RESEARCH, VP","TRSC","RESEARCH, OFFICE OF VP FOR","Z0388","RSRCH VP for Research","10718","Univ Economic Development","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","TRES","RESEARCH, VP","TRSC","RESEARCH, OFFICE OF VP FOR","Z0388","RSRCH VP for Research","12079","Inst Animal Care & Use Committ","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","TRES","RESEARCH, VP","TRSC","RESEARCH, OFFICE OF VP FOR","Z0388","RSRCH VP for Research","12239","Cost Analysis, Office of","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","TRES","RESEARCH, VP","TRSC","RESEARCH, OFFICE OF VP FOR","Z0388","RSRCH VP for Research","10716","OVPR Research Information Syst","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","TRES","RESEARCH, VP","TRSC","RESEARCH, OFFICE OF VP FOR","Z0388","RSRCH VP for Research","12233","OVPR-Human Resources","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","TRES","RESEARCH, VP","TRSC","RESEARCH, OFFICE OF VP FOR","Z0388","RSRCH VP for Research","10715","VPR Assoc/Finance & HR","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","TRES","RESEARCH, VP","TRSC","RESEARCH, OFFICE OF VP FOR","Z0388","RSRCH VP for Research","10719","Research Advancement","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","TRES","RESEARCH, VP","TRSC","RESEARCH, OFFICE OF VP FOR","Z0388","RSRCH VP for Research","12022","AHC BioSafety Level 3 Lab Mgmt","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","TRES","RESEARCH, VP","TRSC","RESEARCH, OFFICE OF VP FOR","Z0388","RSRCH VP for Research","10721","RSRCH Risk Intel/Compliance","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","TRES","RESEARCH, VP","TRSC","RESEARCH, OFFICE OF VP FOR","Z0500","Sponsored Projects Admin","10722","Sponsored Projects Admin","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","TRES","RESEARCH, VP","TRSC","RESEARCH, OFFICE OF VP FOR","Z0055","RSRCH Biomedical Genomics","11348","Micro Chemical Family","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","TRES","RESEARCH, VP","TRSC","RESEARCH, OFFICE OF VP FOR","Z0055","RSRCH Biomedical Genomics","11347","U of MN Genomics Center","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","TRES","RESEARCH, VP","TRSC","RESEARCH, OFFICE OF VP FOR","Z0055","RSRCH Biomedical Genomics","12015","Biomedical Genomics Ctr Admin","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","TRES","RESEARCH, VP","TRSC","RESEARCH, OFFICE OF VP FOR","Z0055","RSRCH Biomedical Genomics","11346","Micro Array Lab","TCEASTBANK"
"UMNHR","TXXX","TWIN CITIES","TRES","RESEARCH, VP","TRSC","RESEARCH, OFFICE OF VP FOR","Z0139","RSRCH Environment, Inst on the","10107","Environment, Institute on the","STPAUL"
